CD_REFNIS,CD_SECTOR,TOTAL,DT_STRT_SECTOR,DT_STOP_SECTOR,OPPERVLAKKTE IN HM²,TX_DESCR_SECTOR_NL,TX_DESCR_SECTOR_FR,TX_DESCR_NL,TX_DESCR_FR,TX_DESCR_SECTOR_NLL,TX_DESCR_SECTOR_FRR,SECTOR
85011,85011D00-,426,1981-03-01,9999-12-31 00:00:00,45.5045739573,LACUISINE-CENTRE,LACUISINE-CENTRE,Florenville,Florenville,LACUISINE-CENTRE,LACUISINE-CENTRE,D00-
85011,85011D012,86,1981-03-01,9999-12-31 00:00:00,24.9530030542,CHEMIN DE LA FORET,CHEMIN DE LA FORET,Florenville,Florenville,CHEMIN DE LA FORET,CHEMIN DE LA FORET,D012
85011,85011D091,59,1981-03-01,9999-12-31 00:00:00,221.429808841,LACUISINE - HABITATIONS DISP.,LACUISINE - HABITATIONS DISP.,Florenville,Florenville,LACUISINE - HABITATIONS DISP.,LACUISINE - HABITATIONS DISP.,D091
85011,85011D10-,67,1981-03-01,9999-12-31 00:00:00,7.66744024323,MARTUE-CENTRE,MARTUE-CENTRE,Florenville,Florenville,MARTUE-CENTRE,MARTUE-CENTRE,D10-
85011,85011D190,69,1981-03-01,9999-12-31 00:00:00,277.084295835,MARTUE-HABITATIONS DISPERSEES,MARTUE-HABITATIONS DISPERSEES,Florenville,Florenville,MARTUE-HABITATIONS DISPERSEES,MARTUE-HABITATIONS DISPERSEES,D190
85011,85011D29-,17,1981-03-01,9999-12-31 00:00:00,1963.03890698,EPIOUX - MEUSSIN - PINCO,EPIOUX - MEUSSIN - PINCO,Florenville,Florenville,EPIOUX - MEUSSIN - PINCO,EPIOUX - MEUSSIN - PINCO,D29-
85011,85011E00-,254,1981-03-01,9999-12-31 00:00:00,25.0981846271,FONTENOILLE-CENTRE,FONTENOILLE-CENTRE,Florenville,Florenville,FONTENOILLE-CENTRE,FONTENOILLE-CENTRE,E00-
85011,85011E09-,40,1981-03-01,9999-12-31 00:00:00,739.857479697,FONTENOILLE-HABITATIONS DISP.,FONTENOILLE-HABITATIONS DISP.,Florenville,Florenville,FONTENOILLE-HABITATIONS DISP.,FONTENOILLE-HABITATIONS DISP.,E09-
85011,85011F000,365,1981-03-01,9999-12-31 00:00:00,58.0373199995,SAINTE-CECILE-CENTRE,SAINTE-CECILE-CENTRE,Florenville,Florenville,SAINTE-CECILE-CENTRE,SAINTE-CECILE-CENTRE,F000
85011,85011F090,90,1981-03-01,9999-12-31 00:00:00,2049.77507499,SAINTE-CECILE - HAB. DISP.,SAINTE-CECILE - HAB. DISP.,Florenville,Florenville,SAINTE-CECILE - HAB. DISP.,SAINTE-CECILE - HAB. DISP.,F090
85011,85011G00-,437,1981-03-01,9999-12-31 00:00:00,75.5959351162,MUNO-CENTRE,MUNO-CENTRE,Florenville,Florenville,MUNO-CENTRE,MUNO-CENTRE,G00-
85011,85011G09-,60,1981-03-01,9999-12-31 00:00:00,2167.34645982,MUNO-HABITATIONS DISPERSEES,MUNO-HABITATIONS DISPERSEES,Florenville,Florenville,MUNO-HABITATIONS DISPERSEES,MUNO-HABITATIONS DISPERSEES,G09-
85011,85011G10-,125,1981-03-01,9999-12-31 00:00:00,17.9202747976,LAMBERMONT-CENTRE,LAMBERMONT-CENTRE,Florenville,Florenville,LAMBERMONT-CENTRE,LAMBERMONT-CENTRE,G10-
85011,85011G19-,18,1981-03-01,9999-12-31 00:00:00,532.806375187,LAMBERMONT - HABITATIONS DISP.,LAMBERMONT - HABITATIONS DISP.,Florenville,Florenville,LAMBERMONT - HABITATIONS DISP.,LAMBERMONT - HABITATIONS DISP.,G19-
85011,85011G20-,29,1981-03-01,9999-12-31 00:00:00,6.80915318633,WATRINSART-CENTRE,WATRINSART-CENTRE,Florenville,Florenville,WATRINSART-CENTRE,WATRINSART-CENTRE,G20-
85011,85011G29-,14,1981-03-01,9999-12-31 00:00:00,221.730214413,WATRINSART - HABITATIONS DISP.,WATRINSART - HABITATIONS DISP.,Florenville,Florenville,WATRINSART - HABITATIONS DISP.,WATRINSART - HABITATIONS DISP.,G29-
85011,85011ZZZZ,1,1981-03-01,9999-12-31 00:00:00,0.0,NIET TE LOKALISEREN IN EEN SECTOR,NON LOCALISABLE DANS UN SECTEUR,Florenville,Florenville,NIET TE LOKALISEREN IN EEN SECTOR,NON LOCALISABLE DANS UN SECTEUR,ZZZZ
85024,85024A000,699,1981-03-01,9999-12-31 00:00:00,53.4566559746,MEIX-DEVANT-VIRTON-CENTRE,MEIX-DEVANT-VIRTON-CENTRE,Meix-devant-Virton,Meix-devant-Virton,MEIX-DEVANT-VIRTON-CENTRE,MEIX-DEVANT-VIRTON-CENTRE,A000
85024,85024A080,189,1981-03-01,9999-12-31 00:00:00,970.246986691,MEIX CHEMIN DE FER - OUEST,MEIX CHEMIN DE FER - OUEST,Meix-devant-Virton,Meix-devant-Virton,MEIX CHEMIN DE FER - OUEST,MEIX CHEMIN DE FER - OUEST,A080
85024,85024A09-,41,1981-03-01,9999-12-31 00:00:00,584.475975868,MEIX CHEMIN DE FER - EST,MEIX CHEMIN DE FER - EST,Meix-devant-Virton,Meix-devant-Virton,MEIX CHEMIN DE FER - EST,MEIX CHEMIN DE FER - EST,A09-
85024,85024B000,243,1981-03-01,9999-12-31 00:00:00,18.9213936942,ROBELMONT-CENTRE,ROBELMONT-CENTRE,Meix-devant-Virton,Meix-devant-Virton,ROBELMONT-CENTRE,ROBELMONT-CENTRE,B000
85024,85024B012,69,1981-03-01,9999-12-31 00:00:00,10.8162049705,BELLEVUE,BELLEVUE,Meix-devant-Virton,Meix-devant-Virton,BELLEVUE,BELLEVUE,B012
85024,85024B091,162,1981-03-01,9999-12-31 00:00:00,923.887129436,ROBELMONT - HABITATIONS DISP.,ROBELMONT - HABITATIONS DISP.,Meix-devant-Virton,Meix-devant-Virton,ROBELMONT - HABITATIONS DISP.,ROBELMONT - HABITATIONS DISP.,B091
85024,85024C00-,118,1981-03-01,9999-12-31 00:00:00,12.8403046902,VILLERS-LA-LOUE-CENTRE,VILLERS-LA-LOUE-CENTRE,Meix-devant-Virton,Meix-devant-Virton,VILLERS-LA-LOUE-CENTRE,VILLERS-LA-LOUE-CENTRE,C00-
85024,85024C09-,58,1981-03-01,9999-12-31 00:00:00,353.181041898,VILLERS-LA-LOUE - HAB. DISP.,VILLERS-LA-LOUE - HAB. DISP.,Meix-devant-Virton,Meix-devant-Virton,VILLERS-LA-LOUE - HAB. DISP.,VILLERS-LA-LOUE - HAB. DISP.,C09-
85024,85024C10-,236,1981-03-01,9999-12-31 00:00:00,36.5369536628,HOUDRIGNY-CENTRE,HOUDRIGNY-CENTRE,Meix-devant-Virton,Meix-devant-Virton,HOUDRIGNY-CENTRE,HOUDRIGNY-CENTRE,C10-
85024,85024C19-,78,1981-03-01,9999-12-31 00:00:00,376.807345962,HOUDRIGNY - HABITATIONS DISP.,HOUDRIGNY - HABITATIONS DISP.,Meix-devant-Virton,Meix-devant-Virton,HOUDRIGNY - HABITATIONS DISP.,HOUDRIGNY - HABITATIONS DISP.,C19-
85024,85024D00-,190,1981-03-01,9999-12-31 00:00:00,20.4789359615,SOMMETHONNE-CENTRE,SOMMETHONNE-CENTRE,Meix-devant-Virton,Meix-devant-Virton,SOMMETHONNE-CENTRE,SOMMETHONNE-CENTRE,D00-
85024,85024D09-,72,1981-03-01,9999-12-31 00:00:00,851.328138042,SOMMETHONNE-HABITATIONS DISP.,SOMMETHONNE-HABITATIONS DISP.,Meix-devant-Virton,Meix-devant-Virton,SOMMETHONNE-HABITATIONS DISP.,SOMMETHONNE-HABITATIONS DISP.,D09-
85024,85024E000,477,1981-03-01,9999-12-31 00:00:00,36.4776144473,GEROUVILLE-CENTRE,GEROUVILLE-CENTRE,Meix-devant-Virton,Meix-devant-Virton,GEROUVILLE-CENTRE,GEROUVILLE-CENTRE,E000
85024,85024E090,82,1981-03-01,9999-12-31 00:00:00,1026.48434859,GEROUVILLE-HABITATIONS DISP.,GEROUVILLE-HABITATIONS DISP.,Meix-devant-Virton,Meix-devant-Virton,GEROUVILLE-HABITATIONS DISP.,GEROUVILLE-HABITATIONS DISP.,E090
85024,85024E10-,89,1981-03-01,9999-12-31 00:00:00,16.85756667,LIMES-CENTRE,LIMES-CENTRE,Meix-devant-Virton,Meix-devant-Virton,LIMES-CENTRE,LIMES-CENTRE,E10-
85024,85024E19-,15,1981-03-01,9999-12-31 00:00:00,204.183501598,LIMES-HABITATIONS DISPERSEES,LIMES-HABITATIONS DISPERSEES,Meix-devant-Virton,Meix-devant-Virton,LIMES-HABITATIONS DISPERSEES,LIMES-HABITATIONS DISPERSEES,E19-
85024,85024ZZZZ,0,1981-03-01,9999-12-31 00:00:00,0.0,NIET TE LOKALISEREN IN EEN SECTOR,NON LOCALISABLE DANS UN SECTEUR,Meix-devant-Virton,Meix-devant-Virton,NIET TE LOKALISEREN IN EEN SECTOR,NON LOCALISABLE DANS UN SECTEUR,ZZZZ
85026,85026A00-,1441,1981-03-01,9999-12-31 00:00:00,97.0408742704,MUSSON-CENTRE,MUSSON-CENTRE,Musson,Musson,MUSSON-CENTRE,MUSSON-CENTRE,A00-
85026,85026A09-,414,1981-03-01,9999-12-31 00:00:00,687.210539146,MUSSON-HABITATIONS DISPERSEES,MUSSON-HABITATIONS DISPERSEES,Musson,Musson,MUSSON-HABITATIONS DISPERSEES,MUSSON-HABITATIONS DISPERSEES,A09-
85026,85026A10-,672,1981-03-01,9999-12-31 00:00:00,54.7315008835,BARANZY-CENTRE,BARANZY-CENTRE,Musson,Musson,BARANZY-CENTRE,BARANZY-CENTRE,A10-
85026,85026A19-,65,1981-03-01,9999-12-31 00:00:00,478.146661816,BARANZY-HABITATIONS DISPERSEES,BARANZY-HABITATIONS DISPERSEES,Musson,Musson,BARANZY-HABITATIONS DISPERSEES,BARANZY-HABITATIONS DISPERSEES,A19-
85026,85026A20-,204,1981-03-01,9999-12-31 00:00:00,14.9229938818,WILLANCOURT-CENTRE,WILLANCOURT-CENTRE,Musson,Musson,WILLANCOURT-CENTRE,WILLANCOURT-CENTRE,A20-
85026,85026A21-,36,1981-03-01,9999-12-31 00:00:00,3.72738717605,GENNEVAUX,GENNEVAUX,Musson,Musson,GENNEVAUX,GENNEVAUX,A21-
85026,85026A29-,101,1981-03-01,9999-12-31 00:00:00,738.058239743,WILLANCOURT-HABITATIONS DISP.,WILLANCOURT-HABITATIONS DISP.,Musson,Musson,WILLANCOURT-HABITATIONS DISP.,WILLANCOURT-HABITATIONS DISP.,A29-
85026,85026B000,843,1981-03-01,9999-12-31 00:00:00,47.0917136816,MUSSY-LA-VILLE-CENTRE,MUSSY-LA-VILLE-CENTRE,Musson,Musson,MUSSY-LA-VILLE-CENTRE,MUSSY-LA-VILLE-CENTRE,B000
85026,85026B082,3,1981-03-01,9999-12-31 00:00:00,106.932865976,ROSIERE,ROSIERE,Musson,Musson,ROSIERE,ROSIERE,B082
85026,85026B090,370,1981-03-01,9999-12-31 00:00:00,1108.54875685,MUSSY-LA-VILLE - HAB. DISP.,MUSSY-LA-VILLE - HAB. DISP.,Musson,Musson,MUSSY-LA-VILLE - HAB. DISP.,MUSSY-LA-VILLE - HAB. DISP.,B090
85026,85026B10-,422,1981-03-01,9999-12-31 00:00:00,37.4931917741,SIGNEUX,SIGNEUX,Musson,Musson,SIGNEUX,SIGNEUX,B10-
85026,85026B182,102,1981-03-01,9999-12-31 00:00:00,140.855794304,SIGNEUX NORD,SIGNEUX NORD,Musson,Musson,SIGNEUX NORD,SIGNEUX NORD,B182
85026,85026B193,0,1981-03-01,9999-12-31 00:00:00,22.4178393561,SIGNEUX SUD,SIGNEUX SUD,Musson,Musson,SIGNEUX SUD,SIGNEUX SUD,B193
85026,85026ZZZZ,2,1981-03-01,9999-12-31 00:00:00,0.0,NIET TE LOKALISEREN IN EEN SECTOR,NON LOCALISABLE DANS UN SECTEUR,Musson,Musson,NIET TE LOKALISEREN IN EEN SECTOR,NON LOCALISABLE DANS UN SECTEUR,ZZZZ
85034,85034A001,1190,1981-03-01,9999-12-31 00:00:00,59.8977679359,SAINT-LEGER-CENTRE,SAINT-LEGER-CENTRE,Saint-Léger (Virton),Saint-Léger (Virton),SAINT-LEGER-CENTRE,SAINT-LEGER-CENTRE,A001
85034,85034A012,455,1981-03-01,9999-12-31 00:00:00,30.8140900078,LACKRAM,LACKRAM,Saint-Léger (Virton),Saint-Léger (Virton),LACKRAM,LACKRAM,A012
85034,85034A090,417,1981-03-01,9999-12-31 00:00:00,1943.91341673,SAINT-LEGER-HABITATIONS DISP.,SAINT-LEGER-HABITATIONS DISP.,Saint-Léger (Virton),Saint-Léger (Virton),SAINT-LEGER-HABITATIONS DISP.,SAINT-LEGER-HABITATIONS DISP.,A090
85034,85034B000,599,1981-03-01,9999-12-31 00:00:00,37.1471750322,CHATILLON-CENTRE,CHATILLON-CENTRE,Saint-Léger (Virton),Saint-Léger (Virton),CHATILLON-CENTRE,CHATILLON-CENTRE,B000
85034,85034B012,80,1981-03-01,9999-12-31 00:00:00,22.6619205,ROUTE DE VIRTON,ROUTE DE VIRTON,Saint-Léger (Virton),Saint-Léger (Virton),ROUTE DE VIRTON,ROUTE DE VIRTON,B012
85034,85034B091,252,1981-03-01,9999-12-31 00:00:00,805.675409675,CHATILLON - HABITATIONS DISP.,CHATILLON - HABITATIONS DISP.,Saint-Léger (Virton),Saint-Léger (Virton),CHATILLON - HABITATIONS DISP.,CHATILLON - HABITATIONS DISP.,B091
85034,85034C000,502,1981-03-01,9999-12-31 00:00:00,31.3790988816,MEIX-LE-TIGE-CENTRE,MEIX-LE-TIGE-CENTRE,Saint-Léger (Virton),Saint-Léger (Virton),MEIX-LE-TIGE-CENTRE,MEIX-LE-TIGE-CENTRE,C000
85034,85034C090,247,1981-03-01,9999-12-31 00:00:00,693.628715356,MEIX-LE-TIGE-HABITATIONS DISP.,MEIX-LE-TIGE-HABITATIONS DISP.,Saint-Léger (Virton),Saint-Léger (Virton),MEIX-LE-TIGE-HABITATIONS DISP.,MEIX-LE-TIGE-HABITATIONS DISP.,C090
85034,85034ZZZZ,0,1981-03-01,9999-12-31 00:00:00,0.0,NIET TE LOKALISEREN IN EEN SECTOR,NON LOCALISABLE DANS UN SECTEUR,Saint-Léger (Virton),Saint-Léger (Virton),NIET TE LOKALISEREN IN EEN SECTOR,NON LOCALISABLE DANS UN SECTEUR,ZZZZ
85039,85039A000,807,1981-03-01,9999-12-31 00:00:00,62.3156629595,TINTIGNY-CENTRE,TINTIGNY-CENTRE,Tintigny,Tintigny,TINTIGNY-CENTRE,TINTIGNY-CENTRE,A000
85039,85039A090,243,1981-03-01,9999-12-31 00:00:00,630.901264594,TINTIGNY - HAB. DISP. - HAN,TINTIGNY - HAB. DISP. - HAN,Tintigny,Tintigny,TINTIGNY - HAB. DISP. - HAN,TINTIGNY - HAB. DISP. - HAN,A090
85039,85039A10-,115,1981-03-01,9999-12-31 00:00:00,9.89616219608,PONCELLE-CENTRE,PONCELLE-CENTRE,Tintigny,Tintigny,PONCELLE-CENTRE,PONCELLE-CENTRE,A10-
85039,85039A19-,171,1981-03-01,9999-12-31 00:00:00,482.025404551,PONCELLE - HABITATIONS DISP.,PONCELLE - HABITATIONS DISP.,Tintigny,Tintigny,PONCELLE - HABITATIONS DISP.,PONCELLE - HABITATIONS DISP.,A19-
85039,85039A20-,132,1981-03-01,9999-12-31 00:00:00,17.7671173131,BREUVANNE-CENTRE,BREUVANNE-CENTRE,Tintigny,Tintigny,BREUVANNE-CENTRE,BREUVANNE-CENTRE,A20-
85039,85039A29-,77,1981-03-01,9999-12-31 00:00:00,641.122478896,BREUVANNE - HABITATIONS DISP.,BREUVANNE - HABITATIONS DISP.,Tintigny,Tintigny,BREUVANNE - HABITATIONS DISP.,BREUVANNE - HABITATIONS DISP.,A29-
85039,85039A30-,202,1981-03-01,9999-12-31 00:00:00,29.0899467931,ANSART-CENTRE,ANSART-CENTRE,Tintigny,Tintigny,ANSART-CENTRE,ANSART-CENTRE,A30-
85039,85039A39-,8,1981-03-01,9999-12-31 00:00:00,430.977734799,ANSART-HABITATIONS DISPERSEES,ANSART-HABITATIONS DISPERSEES,Tintigny,Tintigny,ANSART-HABITATIONS DISPERSEES,ANSART-HABITATIONS DISPERSEES,A39-
85039,85039B00-,703,1981-03-01,9999-12-31 00:00:00,56.0386470136,BELLEFONTAINE-CENTRE,BELLEFONTAINE-CENTRE,Tintigny,Tintigny,BELLEFONTAINE-CENTRE,BELLEFONTAINE-CENTRE,B00-
85039,85039B09-,275,1981-03-01,9999-12-31 00:00:00,1248.78747296,BELLEFONTAINE - HAB. DISP.,BELLEFONTAINE - HAB. DISP.,Tintigny,Tintigny,BELLEFONTAINE - HAB. DISP.,BELLEFONTAINE - HAB. DISP.,B09-
85039,85039B10-,257,1981-03-01,9999-12-31 00:00:00,18.6910535848,LAHAGE-CENTRE,LAHAGE-CENTRE,Tintigny,Tintigny,LAHAGE-CENTRE,LAHAGE-CENTRE,B10-
85039,85039B19-,74,1981-03-01,9999-12-31 00:00:00,1082.60303371,LAHAGE - HABITATIONS DISP.,LAHAGE - HABITATIONS DISP.,Tintigny,Tintigny,LAHAGE - HABITATIONS DISP.,LAHAGE - HABITATIONS DISP.,B19-
85039,85039C00-,445,1981-03-01,9999-12-31 00:00:00,27.4997722352,SAINT-VINCENT-CENTRE,SAINT-VINCENT-CENTRE,Tintigny,Tintigny,SAINT-VINCENT-CENTRE,SAINT-VINCENT-CENTRE,C00-
85039,85039C012,73,1981-03-01,9999-12-31 00:00:00,5.99628370618,HAUT DES RAPPES,HAUT DES RAPPES,Tintigny,Tintigny,HAUT DES RAPPES,HAUT DES RAPPES,C012
85039,85039C091,157,1981-03-01,9999-12-31 00:00:00,1331.87126933,SAINT-VINCENT - HAB. DISP.,SAINT-VINCENT - HAB. DISP.,Tintigny,Tintigny,SAINT-VINCENT - HAB. DISP.,SAINT-VINCENT - HAB. DISP.,C091
85039,85039D00-,584,1981-03-01,9999-12-31 00:00:00,45.7371504063,ROSSIGNOL-CENTRE,ROSSIGNOL-CENTRE,Tintigny,Tintigny,ROSSIGNOL-CENTRE,ROSSIGNOL-CENTRE,D00-
85039,85039D09-,189,1981-03-01,9999-12-31 00:00:00,2067.00585255,ROSSIGNOL - HABITATIONS DISP.,ROSSIGNOL - HABITATIONS DISP.,Tintigny,Tintigny,ROSSIGNOL - HABITATIONS DISP.,ROSSIGNOL - HABITATIONS DISP.,D09-
85039,85039ZZZZ,0,1981-03-01,9999-12-31 00:00:00,0.0,NIET TE LOKALISEREN IN EEN SECTOR,NON LOCALISABLE DANS UN SECTEUR,Tintigny,Tintigny,NIET TE LOKALISEREN IN EEN SECTOR,NON LOCALISABLE DANS UN SECTEUR,ZZZZ
85045,85045A00-,639,1981-03-01,9999-12-31 00:00:00,8.23936416133,VIRTON-CENTRE,VIRTON-CENTRE,Virton,Virton,VIRTON-CENTRE,VIRTON-CENTRE,A00-
85045,85045A010,1244,1981-03-01,9999-12-31 00:00:00,81.7260418914,VIRTON-CENTRE EST,VIRTON-CENTRE EST,Virton,Virton,VIRTON-CENTRE EST,VIRTON-CENTRE EST,A010
85045,85045A02-,732,1981-03-01,9999-12-31 00:00:00,47.5639596582,MONTMEDY,MONTMEDY,Virton,Virton,MONTMEDY,MONTMEDY,A02-
85045,85045A03-,782,1981-03-01,9999-12-31 00:00:00,42.9044972915,CHAMBERLAINE,CHAMBERLAINE,Virton,Virton,CHAMBERLAINE,CHAMBERLAINE,A03-
85045,85045A090,241,1981-03-01,9999-12-31 00:00:00,1339.05902105,VIRTON-HABITATIONS DISPERSEES,VIRTON-HABITATIONS DISPERSEES,Virton,Virton,VIRTON-HABITATIONS DISPERSEES,VIRTON-HABITATIONS DISPERSEES,A090
85045,85045B001,701,1981-03-01,9999-12-31 00:00:00,46.9171777765,ETHE-CENTRE,ETHE-CENTRE,Virton,Virton,ETHE-CENTRE,ETHE-CENTRE,B001
85045,85045B010,242,1981-03-01,9999-12-31 00:00:00,25.4874992222,RABAIS,RABAIS,Virton,Virton,RABAIS,RABAIS,B010
85045,85045B022,562,1981-03-01,9999-12-31 00:00:00,36.1797317376,BELMONT,BELMONT,Virton,Virton,BELMONT,BELMONT,B022
85045,85045B032,140,1981-03-01,9999-12-31 00:00:00,7.98812326147,BELLEVUE - CHARBON,BELLEVUE - CHARBON,Virton,Virton,BELLEVUE - CHARBON,BELLEVUE - CHARBON,B032
85045,85045B091,278,1981-03-01,9999-12-31 00:00:00,2657.55799711,ETHE-HABITATIONS DISPERSEES,ETHE-HABITATIONS DISPERSEES,Virton,Virton,ETHE-HABITATIONS DISPERSEES,ETHE-HABITATIONS DISPERSEES,B091
85045,85045C009,216,1981-03-01,9999-12-31 00:00:00,18.6911479862,LATOUR-CENTRE,LATOUR-CENTRE,Virton,Virton,LATOUR-CENTRE,LATOUR-CENTRE,C009
85045,85045C0MA,0,2001-10-01,9999-12-31 00:00:00,90.6044366831,RUE ZONING INDUSTRIEL,RUE ZONING INDUSTRIEL,Virton,Virton,RUE ZONING INDUSTRIEL,RUE ZONING INDUSTRIEL,C0MA
85045,85045C0PA,33,2001-10-01,9999-12-31 00:00:00,541.751036605,RUE DU 24 AOUT,RUE DU 24 AOUT,Virton,Virton,RUE DU 24 AOUT,RUE DU 24 AOUT,C0PA
85045,85045C10-,391,1981-03-01,9999-12-31 00:00:00,37.704047168,CHENOIS-CENTRE,CHENOIS-CENTRE,Virton,Virton,CHENOIS-CENTRE,CHENOIS-CENTRE,C10-
85045,85045C11-,113,1981-03-01,9999-12-31 00:00:00,6.05194011654,CITE MAUBONNE,CITE MAUBONNE,Virton,Virton,CITE MAUBONNE,CITE MAUBONNE,C11-
85045,85045C120,326,1981-03-01,9999-12-31 00:00:00,29.9356450792,BAMPONT - BOSQUET,BAMPONT - BOSQUET,Virton,Virton,BAMPONT - BOSQUET,BAMPONT - BOSQUET,C120
85045,85045C190,100,1981-03-01,9999-12-31 00:00:00,184.012098831,PIERRARD,PIERRARD,Virton,Virton,PIERRARD,PIERRARD,C190
85045,85045D000,931,1981-03-01,9999-12-31 00:00:00,63.2308004392,SAINT-MARD-CENTRE,SAINT-MARD-CENTRE,Virton,Virton,SAINT-MARD-CENTRE,SAINT-MARD-CENTRE,D000
85045,85045D010,402,1981-03-01,9999-12-31 00:00:00,20.1368105235,VIEUX VIRTON,VIEUX VIRTON,Virton,Virton,VIEUX VIRTON,VIEUX VIRTON,D010
85045,85045D02-,278,1981-03-01,9999-12-31 00:00:00,47.4907927055,SAINT-MARD-CENTRE EST,SAINT-MARD-CENTRE EST,Virton,Virton,SAINT-MARD-CENTRE EST,SAINT-MARD-CENTRE EST,D02-
85045,85045D032,135,1981-03-01,9999-12-31 00:00:00,7.50796937658,CHATAIVAUX,CHATAIVAUX,Virton,Virton,CHATAIVAUX,CHATAIVAUX,D032
85045,85045D082,0,1981-03-01,9999-12-31 00:00:00,25.3766079141,BEHAUT - OUEST,BEHAUT - OUEST,Virton,Virton,BEHAUT - OUEST,BEHAUT - OUEST,D082
85045,85045D0MA,0,2001-10-01,9999-12-31 00:00:00,46.1441223991,RUE DE LA PAPETERIE,RUE DE LA PAPETERIE,Virton,Virton,RUE DE LA PAPETERIE,RUE DE LA PAPETERIE,D0MA
85045,85045D0PA,47,2001-10-01,9999-12-31 00:00:00,1294.98536906,AVENUE DE FRANCE,AVENUE DE FRANCE,Virton,Virton,AVENUE DE FRANCE,AVENUE DE FRANCE,D0PA
85045,85045D10-,885,1981-03-01,9999-12-31 00:00:00,67.38612581,SAINT-MARD - GARE,SAINT-MARD - GARE,Virton,Virton,SAINT-MARD - GARE,SAINT-MARD - GARE,D10-
85045,85045D112,54,1981-03-01,9999-12-31 00:00:00,7.02899671928,VERS SEDAN,VERS SEDAN,Virton,Virton,VERS SEDAN,VERS SEDAN,D112
85045,85045D18-,80,1981-03-01,9999-12-31 00:00:00,75.0311147544,SOLUMONT - BOSQUET,SOLUMONT - BOSQUET,Virton,Virton,SOLUMONT - BOSQUET,SOLUMONT - BOSQUET,D18-
85045,85045D19-,3,1981-03-01,9999-12-31 00:00:00,22.6879848875,BEHAUT - EST,BEHAUT - EST,Virton,Virton,BEHAUT - EST,BEHAUT - EST,D19-
85045,85045E000,395,1981-03-01,9999-12-31 00:00:00,36.9852994829,RUETTE-CENTRE,RUETTE-CENTRE,Virton,Virton,RUETTE-CENTRE,RUETTE-CENTRE,E000
85045,85045E01-,43,1981-03-01,9999-12-31 00:00:00,5.68574537718,PONT DES CABAUS,PONT DES CABAUS,Virton,Virton,PONT DES CABAUS,PONT DES CABAUS,E01-
85045,85045E0MA,7,2001-10-01,9999-12-31 00:00:00,48.1136113022,RUE ZONING INDUSTRIEL,RUE ZONING INDUSTRIEL,Virton,Virton,RUE ZONING INDUSTRIEL,RUE ZONING INDUSTRIEL,E0MA
85045,85045E0PA,141,2001-10-01,9999-12-31 00:00:00,714.593122811,RUE DU PRE MOREL,RUE DU PRE MOREL,Virton,Virton,RUE DU PRE MOREL,RUE DU PRE MOREL,E0PA
85045,85045E100,257,1981-03-01,9999-12-31 00:00:00,21.3104390399,GRANDCOURT-CENTRE,GRANDCOURT-CENTRE,Virton,Virton,GRANDCOURT-CENTRE,GRANDCOURT-CENTRE,E100
85045,85045E190,24,1981-03-01,9999-12-31 00:00:00,411.633174142,GRANDCOURT-HABITATIONS DISP.,GRANDCOURT-HABITATIONS DISP.,Virton,Virton,GRANDCOURT-HABITATIONS DISP.,GRANDCOURT-HABITATIONS DISP.,E190
85045,85045F00-,370,1981-03-01,9999-12-31 00:00:00,32.1446036837,BLEID-CENTRE,BLEID-CENTRE,Virton,Virton,BLEID-CENTRE,BLEID-CENTRE,F00-
85045,85045F091,135,1981-03-01,9999-12-31 00:00:00,624.120809474,BLEID - HABITATIONS DISP.,BLEID - HABITATIONS DISP.,Virton,Virton,BLEID - HABITATIONS DISP.,BLEID - HABITATIONS DISP.,F091
85045,85045F191,31,1981-03-01,9999-12-31 00:00:00,142.142212336,VIRE - VALLEE NORD,VIRE - VALLEE NORD,Virton,Virton,VIRE - VALLEE NORD,VIRE - VALLEE NORD,F191
85045,85045F20-,176,1981-03-01,9999-12-31 00:00:00,19.541877352,GOMERY-CENTRE,GOMERY-CENTRE,Virton,Virton,GOMERY-CENTRE,GOMERY-CENTRE,F20-
85045,85045F29-,82,1981-03-01,9999-12-31 00:00:00,377.522198648,GOMERY - HABITATIONS DISP.,GOMERY - HABITATIONS DISP.,Virton,Virton,GOMERY - HABITATIONS DISP.,GOMERY - HABITATIONS DISP.,F29-
85045,85045F300,164,1981-03-01,9999-12-31 00:00:00,16.0908042114,SAINT-REMY-CENTRE,SAINT-REMY-CENTRE,Virton,Virton,SAINT-REMY-CENTRE,SAINT-REMY-CENTRE,F300
85045,85045F390,31,1981-03-01,9999-12-31 00:00:00,233.439180623,SAINT-REMY - HABITATIONS DISP.,SAINT-REMY - HABITATIONS DISP.,Virton,Virton,SAINT-REMY - HABITATIONS DISP.,SAINT-REMY - HABITATIONS DISP.,F390
85045,85045ZZZZ,5,1981-03-01,9999-12-31 00:00:00,0.0,NIET TE LOKALISEREN IN EEN SECTOR,NON LOCALISABLE DANS UN SECTEUR,Virton,Virton,NIET TE LOKALISEREN IN EEN SECTOR,NON LOCALISABLE DANS UN SECTEUR,ZZZZ
85046,85046A000,2656,1981-03-01,9999-12-31 00:00:00,172.395455278,HABAY-LA-NEUVE-CENTRE,HABAY-LA-NEUVE-CENTRE,Habay,Habay,HABAY-LA-NEUVE-CENTRE,HABAY-LA-NEUVE-CENTRE,A000
